"id","first_name","middle_name","lastname","coauthor_lastnames","topics","cities","countries","orcid"
727,"christopher","p","liu","[""wong"",""plouffe"",""stock"",""rooney"",""lewiecki"",""utian"",""cauley"",""lorraine"",""qu"",""kulkarni"",""gaich"",""kendler"",""recker"",""casas"",""leung"",""hua"",""eriksen"",""delmas"",""grbic"",""lin"",""landesberg"",""reid"",""mesenbrink"",""civitelli"",""eisman"",""reginster"",""zaidi"",""felsenberg"",""hughes"",""adami"",""czerwinski"",""prince"",""mairon"",""masanauskaite"",""cosman"",""xie"",""glass"",""krege"",""wermers"",""adachi"",""horowitz"",""lyles"",""lavecchia"",""moore"",""nordsletten"",""abrams"",""hodgson"",""zhang"",""magaziner"",""colon emeric"",""hyldstrup"",""mautalen"",""pieper"",""boonen"",""orloff"",""epstein"",""sedarati"",""neate"",""zerbini"",""bolognese"",""emkey"",""ragi eis"",""borges"",""mauck"",""lakshmanan"",""mitlak"",""fierlinger"",""einhorn"",""dalsky"",""garcía hernandez"",""see"",""krohn"",""johansson"",""nino"",""aspenberg"",""genant"",""rao"",""bucci rechtweg"",""kasperk"",""papanastasiou"",""readie"",""guañabens"",""miller"",""gasser"",""adler"",""devogelaer"",""warner"",""benhamou"",""mcclung"",""olson"",""haentjens"",""major"",""hu"",""su"",""chiodo"",""ryabitseva"",""bensen"",""wark"",""de villiers"",""silverman"",""sambrook"",""black"",""hadji"",""zanchetta"",""mckiernan"",""saag"",""russo"",""masica"",""alam"",""burge"",""libanati"",""wang"",""nuti"",""torring"",""nicholson"",""muschitz"",""franek"",""moffett"",""simon"",""brown"",""ho"",""roux"",""wagman"",""grauer"",""austin"",""beck jensen"",""gilchrist"",""macintyre"",""recknor"",""grant"",""hall"",""ferreira"",""bonnick"",""binkley"",""palacios"",""siddhanti"",""ghelani"",""bone"",""goemaere"",""kopperdahl"",""eastell"",""brandi"",""keaveny"",""engelke"",""fuerst"",""radcliffe"",""hoiseth"",""woodson"",""stonkus"",""yuen"",""van den bergh"",""dakin"",""orwig"",""johnson"",""stolshek"",""balasubramanian"",""simonelli"",""papaioannou"",""gold"",""belazi"",""siris"",""chiang"",""sipos"",""konrad"",""sloan"",""sowa"",""matsumoto"",""robins"",""benson"",""kinzl"",""museyko"",""schwiedrzik"",""pahr"",""zysset""]","[""Osteoporosis, Postmenopausal"",""Double-Blind Method"",""Fractures, Bone"",""Safety"",""Middle Aged"",""Aged"",""Alendronate"",""Bone Density Conservation Agents"",""Humans"",""Aged, 80 and over"",""Female"",""Raloxifene Hydrochloride"",""Jaw Diseases"",""Osteonecrosis"",""Osteomyelitis"",""Hip Fractures"",""Diphosphonates"",""Epidemiologic Methods"",""Osteitis"",""Imidazoles"",""Periapical Abscess"",""Lumbar Vertebrae"",""Administration, Oral"",""Infusions, Intravenous"",""Dose-Response Relationship, Drug"",""Drug Administration Schedule"",""Bone Density"",""Calcium"",""Prospective Studies"",""Hypercalcemia"",""Teriparatide"",""Drug Combinations"",""Vitamin D"",""Male"",""Drug Therapy, Combination"",""Survival Analysis"",""Collagen Type I"",""Peptides"",""Treatment Outcome"",""Patient Selection"",""Bone Remodeling"",""Biomarkers"",""United States"",""Time Factors"",""Fracture Healing"",""Injections, Subcutaneous"",""Radius Fractures"",""Injections, Intravenous"",""Osteoporotic Fractures"",""Peptide Fragments"",""Least-Squares Analysis"",""Follow-Up Studies"",""Procollagen"",""Randomized Controlled Trials as Topic"",""Hip"",""Femur Neck"",""Osteoporosis"",""Glucocorticoids"",""Bone and Bones"",""Kinetics"",""Alkaline Phosphatase"",""Absorptiometry, Photon"",""Placebos"",""Risk Factors"",""Postoperative Care"",""Postoperative Period"",""Fractures, Ununited"",""Radiography"",""Spinal Fractures"",""Quality of Life"",""Health Status"",""Surveys and Questionnaires"",""Fever"",""Arthralgia"",""Body Temperature"",""Ibuprofen"",""Acetaminophen"",""Nausea"",""Severity of Illness Index"",""Headache"",""Cohort Studies"",""Postmenopause"",""Adult"",""Pain Measurement"",""Etidronic Acid"",""Risedronate Sodium"",""Back Pain"",""Radius"",""Tomography, X-Ray Computed"",""Risk"",""Denosumab"",""Ulna Fractures"",""RANK Ligand"",""Antibodies, Monoclonal, Humanized"",""Withholding Treatment"",""Demography"",""Incidence"",""Postural Balance"",""Activities of Daily Living"",""Fractures, Compression"",""Predictive Value of Tests"",""Muscle Strength"",""Movement"",""Weight-Bearing"",""Risk Assessment"",""Finite Element Analysis"",""Biomechanical Phenomena"",""Spine"",""Medication Adherence"",""Hip Joint"",""Sex Factors"",""Body Mass Index"",""Canada"",""Osteogenesis"",""Antibodies, Monoclonal"",""Bone Resorption"",""Bone Morphogenetic Proteins"",""Steroids"",""Genetic Markers"",""Radiographic Image Interpretation, Computer-Assisted"",""Femur"",""Imaging, Three-Dimensional""]","[{""identifier"":4196586,""name"":""Gainesville""}]","[{""identifier"":6252001,""name"":""United States""}]",302946
728,"manju",NA,"liu","[""hanson"",""koehler"",""van loan"",""genschel"",""shedd"",""alekel"",""stewart"",""bhupathiraju""]","[""Blood Glucose"",""Double-Blind Method"",""Homocysteine"",""Placebos"",""Middle Aged"",""Aged"",""C-Reactive Protein"",""Research Design"",""Hemoglobins"",""Humans"",""Bone Density"",""Uric Acid"",""Bone and Bones"",""Regression Analysis"",""Female"",""Postmenopause"",""Osteoporosis, Postmenopausal""]","[{""identifier"":4328676,""name"":""Iowa""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
729,"qaiser",NA,"niederle","[""lane"",""modin"",""lang"",""arnaud""]","[""Osteoporosis"",""Arthritis, Rheumatoid"",""RANK Ligand"",""Membrane Glycoproteins"",""Receptor Activator of Nuclear Factor-kappa B"",""Bone Remodeling"",""Humans"",""Carrier Proteins"",""Osteoclasts"",""Osteoporosis, Postmenopausal"",""Bone Diseases, Metabolic"",""Spinal Fractures"",""Glucocorticoids"",""Rheumatic Diseases"",""Aged"",""Longitudinal Studies"",""Hormone Replacement Therapy"",""Middle Aged"",""Bone Density"",""Lumbar Vertebrae"",""Absorptiometry, Photon"",""Risk Factors"",""Prevalence"",""Tomography, X-Ray Computed"",""Predictive Value of Tests"",""Female"",""Bone Resorption"",""Animals"",""Arthritis"",""Prospective Studies"",""Teriparatide"",""Compressive Strength"",""Estrogen Replacement Therapy"",""Drug Therapy, Combination"",""Follow-Up Studies""]","[{""identifier"":5391959,""name"":""San Francisco""},{""identifier"":4277752,""name"":""Pratt""}]","[{""identifier"":6252001,""name"":""United States""}]",74824
730,"lars",NA,"chen","[""sikjaer"",""mosekilde"",""amstrup"",""moser"",""jakobsen"",""underbjerg"",""langdahl"",""holst"",""torekov"",""jensen"",""herman"",""hansen"",""pedersen"",""harslof"",""eiken"",""husted"",""nielsen"",""brixen"",""nyegaard"",""borglum"",""andersen"",""frost"",""vestergaard"",""schierbeck"",""kober"",""stilgren"",""tofteng"",""schwartz"",""pinholt"",""torring"",""brot"",""carstens"",""stenkjær"",""heickendorff"",""leufkens"",""van staa"",""lalmohamed"",""cooper"",""souverein"",""de vries"",""pouwels"",""de boer"",""ryg"",""overgaard"",""hermann"",""laurberg"",""krogh"",""hoeck"",""weeke"",""rungby"",""glerup"",""steffensen"",""rahbek"",""moseklide"",""kristensen"",""feldt rasmussen"",""jorgensen"",""lindholm"",""hagen"",""conceicao"",""sorensen"",""paaske johnsen"",""olsen"",""charles"",""larsen"",""andreasen"",""buus"",""abrahamsen"",""pors nielsen"",""barenholdt"",""johnsen"",""kolthoff"",""christoffersen"",""kassem"",""nissen"",""rud"",""jespersen"",""gram"",""madsen""]","[""Sleep"",""Double-Blind Method"",""Quality of Life"",""Osteoporosis, Postmenopausal"",""Female"",""Postural Balance"",""Postmenopause"",""Surveys and Questionnaires"",""Humans"",""Motor Activity"",""Dose-Response Relationship, Drug"",""Muscle Strength"",""Middle Aged"",""Melatonin"",""Aged"",""Blood Pressure"",""Body Mass Index"",""Absorptiometry, Photon"",""Bone and Bones"",""Tomography, X-Ray Computed"",""Aged, 80 and over"",""Bone Density"",""Osteoporosis"",""Fractures, Bone"",""Hypoparathyroidism"",""Mutation"",""Adult"",""Follow-Up Studies"",""Renal Insufficiency"",""Denmark"",""Case-Control Studies"",""Cataract"",""Child, Preschool"",""Infant, Newborn"",""Hypocalcemia"",""Data Collection"",""Adolescent"",""Child"",""Infant"",""Proportional Hazards Models"",""Registries"",""Mental Disorders"",""Retrospective Studies"",""Seizures"",""Young Adult"",""Male"",""Neoplasms"",""Cardiovascular Diseases"",""Neck"",""Postoperative Complications"",""Risk Factors"",""Diagnosis, Dual (Psychiatry)"",""Infection"",""Gene Frequency"",""Femur Neck"",""Cohort Studies"",""Genetic Association Studies"",""Amino Acid Substitution"",""Alleles"",""Receptors, Gastrointestinal Hormone"",""Bone Resorption"",""Disease Models, Animal"",""Scoliosis"",""Osteogenesis"",""Bone Density Conservation Agents"",""Oxidative Stress"",""Animals"",""Circadian Rhythm"",""Recombinant Proteins"",""Hormones"",""Endocrine System"",""Antihypertensive Agents"",""Aging"",""Phenotype"",""Polymorphism, Genetic"",""Prospective Studies"",""Cell Proliferation"",""European Continental Ancestry Group"",""Myostatin"",""Genotype"",""Densitometry"",""Muscles"",""Activin Receptors, Type II"",""Myogenin"",""MyoD Protein"",""Osteoporotic Fractures"",""Femur"",""Haplotypes"",""Testosterone"",""Estrogens"",""Age Factors"",""Time Factors"",""Estrogen Replacement Therapy"",""Clinical Trials as Topic"",""Vitamin D"",""Vitamin D Deficiency"",""Survival Analysis"",""Health"",""Prognosis"",""Parathyroid Hormone"",""Radiotherapy"",""Thiophenes"",""Sjogren's Syndrome"",""Raloxifene Hydrochloride"",""Etidronic Acid"",""Osteitis"",""Administration, Oral"",""Organometallic Compounds"",""Drug Therapy"",""Alendronate"",""Osteomyelitis"",""Bisphosphonate-Associated Osteonecrosis of the Jaw"",""Diabetes Complications"",""Periostitis"",""Jaw Diseases"",""Alcoholism"",""Strontium"",""Diphosphonates"",""Osteoclasts"",""Drug Design"",""Drug Delivery Systems"",""Apoptosis"",""Bone Remodeling"",""Receptors, Calcium-Sensing"",""Anabolic Agents"",""Denosumab"",""Treatment Outcome"",""Injections, Subcutaneous"",""Antibodies, Monoclonal"",""RANK Ligand"",""Antibodies, Monoclonal, Humanized"",""Femoral Fractures"",""Hip Fractures"",""Calcium"",""Up-Regulation"",""Nutritional Status"",""PPAR gamma"",""Longitudinal Studies"",""Polymorphism, Single Nucleotide"",""Diet"",""Body Weight"",""Spinal Fractures"",""Arachidonate 12-Lipoxygenase"",""Epidemiologic Methods"",""Genetic Predisposition to Disease"",""Severity of Illness Index"",""Comorbidity"",""Hyperparathyroidism"",""Smoking"",""Cross-Sectional Studies"",""5-alpha Reductase Inhibitors"",""Adrenergic alpha-Antagonists"",""Forearm Injuries"",""Prostatic Hyperplasia"",""Risk Assessment"",""Acitretin"",""Isotretinoin"",""Keratolytic Agents"",""Dermatologic Agents"",""Stroke"",""Drug Administration Schedule"",""Pulmonary Disease, Chronic Obstructive"",""Atrial Fibrillation"",""Atrial Flutter"",""Confounding Factors (Epidemiology)"",""Vasodilator Agents"",""Odds Ratio"",""Risk"",""Nitrates"",""Nitroglycerin"",""Population"",""Isosorbide Dinitrate"",""Peptic Ulcer"",""Esophageal Perforation"",""Clodronic Acid"",""Causality"",""Gastrointestinal Tract"",""Iatrogenic Disease"",""Survival Rate"",""Sex Factors"",""Life Expectancy"",""Pulmonary Embolism"",""Venous Thromboembolism"",""Fractures, Spontaneous"",""Osteoarthritis"",""Diuretics"",""Diagnosis, Differential"",""Anti-Inflammatory Agents, Non-Steroidal"",""Diabetic Nephropathies"",""Diabetes Mellitus, Type 1"",""Diabetes Mellitus, Type 2"",""Hypertension"",""Myocardial Infarction"",""Venous Thrombosis"",""Delayed-Action Preparations"",""Life Style"",""Confidence Intervals"",""Medroxyprogesterone Acetate"",""Intrauterine Devices, Medicated"",""Contraceptives, Oral"",""Ethinyl Estradiol"",""Contraceptives, Oral, Combined"",""Regression Analysis"",""Thiazolidinediones"",""Hypoglycemic Agents"",""Cardiovascular Agents"",""Bone Neoplasms"",""Multiple Myeloma"",""Breast Neoplasms"",""Tamoxifen"",""Hospital Records"",""Selective Estrogen Receptor Modulators"",""Aromatase Inhibitors"",""Analgesics"",""Central Nervous System Agents"",""Drug-Related Side Effects and Adverse Reactions"",""Antineoplastic Agents"",""Adrenal Cortex Hormones"",""Prednisone"",""Prednisolone"",""Methylprednisolone"",""Budesonide"",""Imidazoles"",""Incidence"",""Serotonin Uptake Inhibitors"",""Serotonin Plasma Membrane Transport Proteins"",""Amitriptyline"",""Clomipramine"",""Depression"",""Antidepressive Agents, Second-Generation"",""Nutritional Requirements"",""Dietary Supplements"",""Vitamin B 12"",""Food, Formulated"",""Folic Acid"",""Radiography"",""Lumbar Vertebrae"",""Time"",""Riboflavin"",""Accidental Falls"",""Anti-Anxiety Agents"",""Hypnotics and Sedatives"",""Drug Utilization"",""Metabolic Clearance Rate"",""Half-Life"",""Inactivation, Metabolic"",""Arthroplasty, Replacement, Hip"",""Cause of Death"",""Fracture Fixation, Internal"",""Reference Values"",""Lung Diseases, Obstructive"",""Logistic Models"",""Glucocorticoids"",""Administration, Inhalation"",""Chronic Disease"",""Bronchodilator Agents"",""Levodopa"",""Enzyme Inhibitors"",""Antiparkinson Agents"",""Carbidopa"",""Parkinsonian Disorders"",""Monoamine Oxidase Inhibitors"",""Dopamine Agonists"",""Catechol O-Methyltransferase Inhibitors"",""Colitis, Ulcerative"",""Pelvic Bones"",""Crohn Disease"",""Thyroxine"",""Hypothyroidism"",""Hyperthyroidism"",""Methimazole"",""Iodine Radioisotopes"",""Antithyroid Agents"",""Cost-Benefit Analysis"",""Economics, Pharmaceutical"",""Spinal Muscular Atrophies of Childhood"",""Muscular Dystrophy, Duchenne"",""Adrenal Glands"",""Pituitary Gland"",""Cushing Syndrome"",""Poisson Distribution"",""Prolactinoma"",""Adenoma"",""Pituitary Neoplasms"",""Craniopharyngioma"",""Growth Hormone"",""Vitamin A"",""Hormone Replacement Therapy"",""Simvastatin"",""Cholesterol"",""Alkaline Phosphatase"",""Peptides"",""Lipoproteins, LDL"",""Collagen"",""Osteocalcin"",""Biomarkers"",""Triglycerides"",""Body Composition"",""Collagen Type I"",""Lipoproteins, HDL"",""Anticholesteremic Agents"",""Perimenopause"",""Anthropometry"",""Hydroxymethylglutaryl-CoA Reductase Inhibitors"",""Sex Distribution"",""Age Distribution"",""Prevalence"",""Pharmacoepidemiology"",""Anticonvulsants"",""Phenobarbital"",""Carbamazepine"",""Epilepsy"",""Valproic Acid"",""Creatinine"",""Adrenergic beta-Antagonists"",""Research Design"",""Benzothiadiazines"",""Sodium Chloride Symporter Inhibitors"",""Administration, Topical"",""Anti-Inflammatory Agents"",""Insulin"",""Lithium"",""Bumetanide"",""Sodium Potassium Chloride Symporter Inhibitors"",""Furosemide"",""Socioeconomic Factors"",""Angiotensin-Converting Enzyme Inhibitors"",""Calcium Channel Blockers"",""Antidepressive Agents"",""Antipsychotic Agents"",""Vitamin K 1"",""Menopause"",""Analgesics, Opioid"",""Morphine"",""Hypolipidemic Agents"",""Pravastatin"",""Income"",""Arthritis, Rheumatoid"",""Aspirin"",""Acetaminophen"",""Histamine H2 Antagonists"",""Proton Pump Inhibitors"",""Antacids"",""Azathioprine"",""Immunosuppressive Agents"",""Cyclosporine"",""Methotrexate"",""Probability"",""Anticoagulants"",""Digoxin"",""Arrhythmias, Cardiac"",""Anti-Arrhythmia Agents"",""Tachycardia"",""Amiodarone""]","[{""identifier"":2624652,""name"":""Århus""}]","[{""identifier"":2623032,""name"":""Denmark""}]",29331
731,"p",NA,"rhee","[""martin"",""brown"",""salim"",""demetriades"",""sangthong""]","[""Risk Factors"",""Female"",""California"",""Hypoxia, Brain"",""Male"",""Carotid Artery Injuries"",""Adolescent"",""Infant"",""Child, Preschool"",""Humans"",""Adult"",""Survival Rate"",""Child"",""Suicide, Attempted"",""Middle Aged"",""Cervical Vertebrae"",""Respiratory System"",""Spinal Fractures""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
732,"k","a","riccardi","[""grasser"",""simic"",""vukicevic"",""orlic"",""borovecki"",""paralkar""]","[""Alkaline Phosphatase"",""Osteoporosis"",""Female"",""Bone Morphogenetic Protein 6"",""Cell Differentiation"",""Epidermal Growth Factor"",""Disease Models, Animal"",""Bone Morphogenetic Proteins"",""Ovariectomy"",""Osteogenesis"",""Humans"",""Signal Transduction"",""Animals"",""Insulin-Like Growth Factor I"",""Cells, Cultured"",""Osteoblasts"",""Mice"",""Mice, Inbred Strains""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
733,"julie",NA,"richardson","[""mehta"",""macdermid"",""grewal"",""macintyre""]","[""Radius Fractures"",""Female"",""Postural Balance"",""Reproducibility of Results"",""Pilot Projects"",""Humans"",""Aged"",""Risk Assessment"",""Middle Aged"",""Accidental Falls"",""Chronic Pain"",""Retrospective Studies"",""Pain Measurement"",""Risk Factors"",""Follow-Up Studies"",""Adult"",""Male"",""Disability Evaluation""]","[{""identifier"":5969782,""name"":""Hamilton""}]","[{""identifier"":6251999,""name"":""Canada""}]",1020218
734,"h",NA,"rieder","[""sarikaya seiwert"",""schaper"",""siepermann"",""weinspach"",""laws"",""hohn"",""gerigk""]","[""Female"",""Intracranial Hemorrhages"",""Polymerase Chain Reaction"",""Head Injuries, Closed"",""Skull Fractures"",""Reoperation"",""Postoperative Hemorrhage"",""Diagnosis, Differential"",""Hemophilia A"",""Factor VIII"",""Karyotyping"",""Infant"",""Introns"",""Hematoma, Epidural, Cranial"",""Tomography, X-Ray Computed"",""Magnetic Resonance Imaging"",""Chromosome Inversion"",""Turner Syndrome"",""Humans"",""Parietal Bone""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
735,"m",NA,"rigante","[""corina"",""parrilla"",""almadori"",""paludetti"",""ottaviani""]","[""Personal Satisfaction"",""Facial Injuries"",""Surveys and Questionnaires"",""Humans"",""Fractures, Bone""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
736,"b","l","riggs","[""khosla"",""melton"",""camp"",""robb"",""amin"",""atkinson"",""keaveny"",""orwoll"",""kopperdahl"",""srinivasan"",""achenbach"",""therneau"",""kopperdhal"",""drake"",""modder"",""mccready"",""peterson"",""dwyer"",""kostenuik"",""stolina"",""rouleau"",""hoffmann"",""muller"",""van lenthe"",""christen"",""o'connor"",""o'fallon"",""thomas"",""hofbauer"",""gori"",""burguera"",""turner"",""evans"",""muhs"",""tosomeen"",""crowson"",""marquez"",""doran"",""heshmati"",""robins"",""jones"",""clarke"",""fitzpatrick"",""wahner"",""ebeling"",""tefferi"",""melton iii"",""hartmann"",""vincent"",""oberg"",""eghbali fatourechi"",""boyle"",""sanyal"",""lacey"",""malkasian"",""dunstan"",""dekutoski"",""nishihara"",""sibonga"",""o'malley"",""xu"",""ritman"",""spelsberg"",""kearns"",""brandi"",""mavilia"",""del monte"",""platt"",""johnson"",""mccollough"",""bouxsein"",""parfitt"",""beck"",""looker"",""shepherd"",""lamsam"",""fraser"",""nagel"",""chrischilles"",""cooper"",""lane"",""clowes"",""jiang"",""eastell"",""wenger"",""berquist"",""mcdaniel"",""hefferanm"",""oursler"",""syed"",""leibson"",""seeman""]","[""History, 19th Century"",""Humans"",""Absorptiometry, Photon"",""Bone Density"",""Tomography, X-Ray Computed"",""Osteoporosis"",""Sex Characteristics"",""Weight-Bearing"",""Aged"",""Osteoporotic Fractures"",""Femur Neck"",""Middle Aged"",""Aging"",""Male"",""Adult"",""Anthropometry"",""Female"",""Aged, 80 and over"",""Odds Ratio"",""Hip Fractures"",""Finite Element Analysis"",""ROC Curve"",""Hip"",""Young Adult"",""Prevalence"",""Minnesota"",""Femur"",""Estrogens"",""Bone Resorption"",""Perimenopause"",""Hyperparathyroidism, Secondary"",""Mice"",""Models, Biological"",""Osteoblasts"",""Diagnostic Imaging"",""Animals"",""Prospective Studies"",""Osteoporosis, Postmenopausal"",""Enzyme-Linked Immunosorbent Assay"",""Parathyroid Hormone"",""Intercellular Signaling Peptides and Proteins"",""Genetic Markers"",""Bone Morphogenetic Proteins"",""Treatment Outcome"",""Osteocalcin"",""RANK Ligand"",""Postmenopause"",""Spine"",""European Continental Ancestry Group"",""Sex Factors"",""Risk Assessment"",""Radius"",""Case-Control Studies"",""Biomechanical Phenomena"",""Colles' Fracture"",""History, 21st Century"",""Rheumatology"",""France"",""Biomedical Research"",""Biomarkers"",""Bone Remodeling"",""History, 20th Century"",""Age Factors"",""Alendronate"",""Hormone Replacement Therapy"",""Drug Monitoring"",""Age Distribution"",""United States"",""Sex Distribution"",""Risk Factors"",""Body Constitution"",""Forearm"",""Cross-Sectional Studies"",""Body Height"",""Receptors, Leptin"",""Bone Development"",""Glycoproteins"",""Rats, Sprague-Dawley"",""Weight Gain"",""Ovariectomy"",""Receptors, Tumor Necrosis Factor"",""Osteoprotegerin"",""Receptors, Cytoplasmic and Nuclear"",""Bone and Bones"",""Bone Marrow Cells"",""Stromal Cells"",""Rats"",""Gene Expression"",""Leptin"",""Statistics, Nonparametric"",""Cambodia"",""Confidence Intervals"",""Poisson Distribution"",""Linear Models"",""Premenopause"",""Emigration and Immigration"",""Vietnam"",""Laos"",""Peptides"",""Lipids"",""Collagen"",""Raloxifene Hydrochloride"",""Estradiol"",""Luteinizing Hormone"",""Selective Estrogen Receptor Modulators"",""Gonadal Steroid Hormones"",""Collagen Type I"",""Follicle Stimulating Hormone"",""Leuprolide"",""Longitudinal Studies"",""Procollagen"",""Peptide Fragments"",""Testosterone"",""Amino Acids"",""Spinal Fractures"",""Double-Blind Method"",""Estrone"",""Menopause"",""Aromatase Inhibitors"",""Enzyme Inhibitors"",""Triazoles"",""Nitriles"",""Endocrine System"",""Regression Analysis"",""Phosphates"",""Predictive Value of Tests"",""Dehydroepiandrosterone Sulfate"",""Somalia"",""Lumbar Vertebrae"",""African Continental Ancestry Group"",""African Americans"",""Data Collection"",""Costs and Cost Analysis"",""Transportation"",""Minority Groups"",""Patient Selection"",""Informed Consent"",""Calcium"",""Vitamin D"",""Vitamin D Deficiency"",""Femoral Neck Fractures"",""Cohort Studies"",""Multivariate Analysis"",""Time Factors"",""Fractures, Bone"",""Central Nervous System"",""Breast"",""Receptors, Estrogen"",""Breast Neoplasms"",""Coronary Disease"",""Tamoxifen"",""Urogenital System"",""Edetic Acid"",""Estrogen Replacement Therapy"",""Administration, Cutaneous"",""Receptor Activator of Nuclear Factor-kappa B"",""Membrane Glycoproteins"",""Flow Cytometry"",""Carrier Proteins"",""Tumor Necrosis Factor-alpha"",""Apoptosis Regulatory Proteins"",""TNF-Related Apoptosis-Inducing Ligand"",""Child"",""Population Surveillance"",""Adolescent"",""Incidence"",""Radius Fractures"",""Ulna Fractures"",""Organ Size"",""Estrogen Receptor alpha"",""Estrogen Receptor beta"",""RNA, Messenger"",""Nuclear Receptor Coactivator 1"",""Transcription Factors"",""Uterus"",""Mice, Inbred C57BL"",""Nuclear Receptor Coactivator 2"",""Mice, Knockout"",""Histone Acetyltransferases"",""Genotype"",""Biological Availability"",""Alleles"",""Motor Activity"",""Phenotype"",""Toll-Like Receptor 4"",""Sequence Deletion"",""Thinness"",""Obesity"",""Mice, Mutant Strains"",""Antigens, CD14"",""Body Patterning"",""Longevity"",""Mice, Inbred C3H"",""Mice, Inbred BALB C"",""Receptors, Cell Surface"",""Adipose Tissue"",""Fertility"",""Gene Deletion"",""Lumbosacral Region"",""Tibia"",""Terminology as Topic"",""Thiophenes"",""Teriparatide"",""Organometallic Compounds"",""Norpregnenes"",""Anabolic Agents"",""Prognosis"",""Models, Statistical"",""Wrist"",""Pelvis"",""Insulin-Like Growth Factor I"",""Reverse Transcriptase Polymerase Chain Reaction"",""Cell Lineage"",""Osteogenesis"",""Immunocompromised Host"",""Alkaline Phosphatase"",""Collagen Type II"",""T-Lymphocytes"",""Osteoclasts"",""Immune System"",""Cytokines"",""B-Lymphocytes"",""Cell Differentiation"",""Accidental Falls"",""Radiography"",""Tensile Strength"",""Tomography Scanners, X-Ray Computed"",""Spinal Injuries"",""Compressive Strength"",""Lifting"",""Muscle, Skeletal"",""Cell Size"",""Cell Count"",""Adipocytes"",""Biopsy"",""Body Mass Index"",""Diabetes Complications"",""Risk"",""Diabetes Mellitus, Type 2""]","[{""identifier"":5043473,""name"":""Rochester""}]","[{""identifier"":6252001,""name"":""United States""}]",29364
737,"b",NA,"riis","[""christiansen"",""delmas"",""alexandersen"",""stakkestad"",""bjarnason"",""ise"",""von stein"",""bagger"",""karsdal"",""byrjalsen"",""qvist"",""azria"",""arnold"",""john"",""molloy"",""henriksen"",""bay jensen"",""lorenc"",""miller"",""lakatos"",""recker"",""reginster"",""masanauskaite"",""kenwright"",""czerwinski"",""teglbjaerg"",""nedergaard"",""valter"",""tavakkol"",""mehta"",""andersen"",""sturmer"",""stern"",""nino"",""mitta"",""fitzpatrick"",""bihlet"",""kalakou"",""hoeck"",""hansen"",""hattersley"",""zerbini"",""russo"",""lau"",""williams"",""cosman"",""hu"",""harris""]","[""Calcium"",""Bone Density"",""Lipids"",""Estrogen Replacement Therapy"",""Female"",""Receptors, Estrogen"",""Humans"",""Estradiol"",""Cholesterol"",""Lipoproteins"",""Placebos"",""Triglycerides"",""Middle Aged"",""Pyrrolidines"",""Double-Blind Method"",""Norethindrone"",""Endometrium"",""Ultrasonography"",""Osteoporosis, Postmenopausal"",""Ascorbic Acid"",""Fatty Acids, Monounsaturated"",""Antioxidants"",""Bone Remodeling"",""Indoles"",""Hypercholesterolemia"",""Aged"",""Anticholesteremic Agents"",""Biomarkers"",""Drug Therapy, Combination"",""Hip"",""Consumer Product Safety"",""Cross-Over Studies"",""Lumbar Vertebrae"",""Bone Resorption"",""Drug Tolerance"",""Drug Administration Schedule"",""Administration, Oral"",""Diphosphonates"",""Calcitonin"",""Drug Delivery Systems"",""Osteoporosis"",""Treatment Outcome"",""Circadian Rhythm"",""Tablets"",""Gastric Emptying"",""Peptide Fragments"",""Bone Density Conservation Agents"",""Food-Drug Interactions"",""Femur"",""Absorptiometry, Photon"",""Aged, 80 and over"",""Recombinant Proteins"",""Enzyme-Linked Immunosorbent Assay"",""Parathyroid Hormone"",""Osteoarthritis, Knee"",""Databases, Factual"",""Clinical Trials, Phase III as Topic"",""Randomized Controlled Trials as Topic"",""Forms and Records Control"",""Data Accuracy"",""Electronic Health Records"",""Osteoporotic Fractures"",""Hypercalcemia"",""Teriparatide"",""Pelvic Bones"",""Injections, Subcutaneous"",""Femur Neck"",""Parathyroid Hormone-Related Protein"",""Spinal Fractures"",""Postmenopause"",""Radiography"",""Thoracic Vertebrae""]","[{""identifier"":2624341,""name"":""Ballerup""},{""identifier"":2618425,""name"":""Copenhagen""}]","[{""identifier"":2623032,""name"":""Denmark""}]",NA
