"id","first_name","middle_name","lastname","coinvestigator_lastnames","topics","cities","countries","orcid"
618,"m",NA,"zhou","[]","[""Cardiovascular Diseases"",""Osteoporosis""]","[{""identifier"":4984247,""name"":""Ann Arbor""}]","[{""identifier"":6252001,""name"":""United States""}]",381377
619,"l",NA,"romme","[""wouters""]","[""Osteoporosis"",""Chronic Disease"",""Lung Diseases"",""Pulmonary Disease, Chronic Obstructive"",""Lung Diseases, Obstructive""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
620,"c","j","rosen","[]","[""Bone Diseases, Metabolic"",""Osteoporosis"",""Teriparatide""]","[{""identifier"":4977882,""name"":""Scarborough""},{""identifier"":4957280,""name"":""Bangor""},{""identifier"":4957320,""name"":""Bar Harbor""}]","[{""identifier"":6252001,""name"":""United States""}]",30853
621,"matthias",NA,"rother","[""seidel"",""stockach""]","[""Osteoporosis"",""Alendronate""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
622,"ruth",NA,"rothstein","[""adeyemi""]","[""Osteoporosis"",""Bone Diseases"",""HIV Infections"",""Communicable Diseases"",""Acquired Immunodeficiency Syndrome"",""Infection"",""Bone Diseases, Metabolic""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
623,"christian","hubert","roux","[]","[""Osteoporosis""]","[{""identifier"":2988507,""name"":""Paris""},{""identifier"":3018095,""name"":""Fontaine""}]","[{""identifier"":3017382,""name"":""France""}]",30398
624,"s",NA,"rozenberg","[]","[""Alendronate"",""Osteoporosis"",""HIV Infections""]","[{""identifier"":2800866,""name"":""Brussels""},{""identifier"":2988507,""name"":""Paris""}]","[{""identifier"":2802361,""name"":""Belgium""},{""identifier"":3017382,""name"":""France""}]",463067
625,"tamara","d","rozental","[]","[""Hip Fractures"",""Radius Fractures"",""Fractures, Bone"",""Osteoporosis""]","[{""identifier"":4560349,""name"":""Philadelphia""},{""identifier"":4930956,""name"":""Boston""},{""identifier"":4834272,""name"":""Farmington""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
626,"craig","d","chen","[]","[""Syndrome"",""Werner Syndrome"",""Hormones""]","[{""identifier"":4684888,""name"":""Dallas""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
627,"a",NA,"ryan","[""vamc""]","[""Vitamins"",""Hyperlipidemias"",""Ergocalciferols"",""Vitamin D""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",329662
628,"kathryn",NA,"ryder","[]","[""Osteoporosis""]","[{""identifier"":4641239,""name"":""Memphis""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
629,"kenneth","g","saag","[]","[""Osteoporosis"",""Arthritis, Rheumatoid"",""Glucocorticoids"",""Arthritis""]","[{""identifier"":4049979,""name"":""Birmingham""}]","[{""identifier"":6252001,""name"":""United States""}]",61773
630,"tiina",NA,"saarto","[""huovinen""]","[""Recurrence"",""Breast Neoplasms"",""Osteoporotic Fractures"",""Osteoporosis""]","[{""identifier"":658225,""name"":""Helsinki""}]","[{""identifier"":660013,""name"":""Finland""}]",NA
631,"sunee",NA,"saetung","[]","[""Osteoporosis"",""Bone Resorption""]","[{""identifier"":1609350,""name"":""Bangkok""}]","[{""identifier"":1605651,""name"":""Thailand""}]",70942
632,"t",NA,"safra","[""geffen""]","[""Osteoporosis"",""Diphosphonates"",""Breast Neoplasms""]","[{""identifier"":293397,""name"":""Tel Aviv""}]","[{""identifier"":294640,""name"":""Israel""}]",NA
633,"deepak","m","fenton","[""wilmot""]","[""Osteoporosis"",""Prostatic Neoplasms"",""Androgens""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
634,"k",NA,"saito","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
635,"eser",NA,"sakallioglu","[""ozden""]","[""Osteoporosis, Postmenopausal"",""Periodontitis"",""Chronic Periodontitis"",""Diphosphonates"",""Osteoporosis""]","[{""identifier"":740264,""name"":""Samsun""}]","[{""identifier"":298795,""name"":""Turkey""}]",NA
636,"",NA,"salina","[""kingman"",""hines"",""healthcare"",""duluth"",""dorado"",""chanute"",""wichita"",""ochsner"",""parsons"",""newton"",""pratt"",""winfield""]","[""Calcium Carbonate"",""Risedronate Sodium"",""Ergocalciferols"",""Vitamin D"",""Etidronic Acid"",""Vitamins"",""Calcium, Dietary"",""Breast Neoplasms"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
637,"p",NA,"chen","[]","[""Calcium, Dietary"",""Vitamins"",""Vitamin D""]","[{""identifier"":2147714,""name"":""Sydney""}]","[{""identifier"":2077456,""name"":""Australia""}]",NA
638,"s",NA,"samir","[]","[""Osteoporosis"",""Vitamins"",""Calcium, Dietary"",""Diphosphonates"",""Vitamin D"",""Ergocalciferols""]","[{""identifier"":360761,""name"":""Al Mansurah""}]","[{""identifier"":357994,""name"":""Egypt""}]",NA
639,"a","c","sanchez","[""cano""]","[""Osteoporosis, Postmenopausal"",""Osteoporosis"",""Raloxifene Hydrochloride""]","[{""identifier"":3625549,""name"":""Valencia""}]","[{""identifier"":3625428,""name"":""Venezuela""}]",NA
640,"f",NA,"wang","[]","[""Risedronate Sodium"",""Etidronic Acid"",""Hormones"",""Breast Neoplasms""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
641,"k",NA,"sarafoglou","[]","[""Cholecalciferol"",""Vitamin D"",""Ergocalciferols"",""Calcium, Dietary"",""Vitamins"",""Bone Diseases, Metabolic"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
642,"ana",NA,"sarmiento","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
643,"a",NA,"lewis","[]","[""Osteoporosis"",""Bone Diseases, Metabolic"",""Osteoporotic Fractures"",""Fractures, Bone""]","[{""identifier"":5105496,""name"":""Trenton""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
644,"f",NA,"saxer","[]","[""Fibrin Tissue Adhesive"",""Humeral Fractures"",""Fractures, Bone"",""Osteoporotic Fractures""]","[{""identifier"":2661604,""name"":""Basel""}]","[{""identifier"":2658434,""name"":""Switzerland""}]",633855
645,"reinhard",NA,"schnettler","[]","[""Multiple Myeloma"",""Spinal Fractures"",""Osteoporosis""]","[{""identifier"":2920512,""name"":""Gießen""}]","[{""identifier"":2921044,""name"":""Germany""}]",NA
646,"thomas","j","ward","[""schnizter""]","[""Osteoporosis"",""Bone Density Conservation Agents"",""Teriparatide"",""Wounds and Injuries"",""Spinal Cord Injuries"",""Ergocalciferols"",""Alendronate"",""Cholecalciferol"",""Vitamin D"",""Calcium Carbonate"",""Vitamins"",""Calcium, Dietary"",""Diphosphonates"",""Bone Diseases, Metabolic"",""Brain Injuries"",""Stroke""]","[{""identifier"":4887398,""name"":""Chicago""}]","[{""identifier"":6252001,""name"":""United States""}]",34413
647,"thomas",NA,"schnizter","[""schnitzer""]","[""Wounds and Injuries"",""Spinal Cord Injuries"",""Osteoporosis"",""Teriparatide""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
648,"anne",NA,"schott","[""imer""]","[""Osteoporosis""]","[{""identifier"":2996944,""name"":""Lyon""}]","[{""identifier"":3017382,""name"":""France""}]",71618
649,"nadja",NA,"schott","[]","[""Fractures, Bone"",""Radius Fractures""]","[{""identifier"":2825297,""name"":""Stuttgart""}]","[{""identifier"":2921044,""name"":""Germany""}]",NA
650,"john","t","schousboe","[]","[""Osteoporosis""]","[{""identifier"":5037649,""name"":""Minneapolis""}]","[{""identifier"":6252001,""name"":""United States""}]",116681
651,"a",NA,"schwartz","[]","[""Breast Neoplasms"",""Osteoporosis"",""Raloxifene Hydrochloride""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
652,"yehuda",NA,"schwartz","[]","[""Osteoporosis""]","[{""identifier"":293397,""name"":""Tel Aviv""}]","[{""identifier"":294640,""name"":""Israel""}]",NA
653,"peter",NA,"schwarz","[]","[""Shoulder Fractures"",""Fractures, Bone"",""Hip Fractures"",""Teriparatide""]","[{""identifier"":2621356,""name"":""Glostrup""},{""identifier"":2618425,""name"":""Copenhagen""},{""identifier"":2620147,""name"":""Holbæk""}]","[{""identifier"":2623032,""name"":""Denmark""}]",41033
654,"d","f","scott","[]","[""Osteoporosis"",""Diphosphonates""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
655,"simona",NA,"scumpia","[""miller"",""harris"",""lindsay""]","[""Osteoporosis"",""Osteoporosis, Postmenopausal""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
656,"marie",NA,"kim","[]","[""Osteoporosis"",""Etidronic Acid"",""Risedronate Sodium""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
657,"egbert",NA,"seidel","[""rother"",""stockach""]","[""Osteoporosis"",""Alendronate""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
658,"d","e","sellmeyer","[]","[""Osteoporosis"",""Potassium Citrate"",""Citric Acid""]","[{""identifier"":5391959,""name"":""San Francisco""},{""identifier"":4347778,""name"":""Baltimore""},{""identifier"":4499612,""name"":""Winston-Salem""},{""identifier"":4348599,""name"":""Bethesda""},{""identifier"":5150529,""name"":""Cleveland""},{""identifier"":4164138,""name"":""Miami""},{""identifier"":4508722,""name"":""Cincinnati""},{""identifier"":5110302,""name"":""Brooklyn""},{""identifier"":5780993,""name"":""Salt Lake City""},{""identifier"":6167865,""name"":""Toronto""},{""identifier"":4862034,""name"":""Iowa City""}]","[{""identifier"":6252001,""name"":""United States""},{""identifier"":6251999,""name"":""Canada""}]",NA
659,"tara",NA,"semanchik","[]","[""Osteoporosis"",""Osteoporosis, Postmenopausal"",""Etidronic Acid"",""Hormones"",""Raloxifene Hydrochloride"",""Risedronate Sodium""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
660,"n",NA,"senn","[]","[""Vision Disorders"",""Deafness"",""Mood Disorders"",""Cognition Disorders"",""Malnutrition"",""Enuresis"",""Urinary Incontinence"",""Osteoporosis"",""Hearing Loss""]","[{""identifier"":2659994,""name"":""Lausanne""}]","[{""identifier"":2658434,""name"":""Switzerland""}]",NA
661,"i",NA,"sermet gaudelus","[]","[""Fibrosis"",""Cystic Fibrosis""]","[{""identifier"":2988507,""name"":""Paris""}]","[{""identifier"":3017382,""name"":""France""}]",NA
662,"cap",NA,"serraparera","[""azagra"",""alta"",""caneletes"",""del valles""]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
663,"b","k","wu","[]","[""Calcium, Dietary"",""Osteoporosis"",""Vitamin D"",""Vitamins"",""Ergocalciferols""]","[{""identifier"":1269843,""name"":""Hyderabad""}]","[{""identifier"":1269750,""name"":""India""}]",407064
664,"sara","saeidi","shahri","[]","[""Raloxifene Hydrochloride"",""Arthritis, Rheumatoid"",""Arthritis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
665,"e",NA,"shane","[]","[""Osteoporosis"",""Teriparatide"",""Denosumab"",""Calcitriol"",""Alendronate""]","[{""identifier"":4575352,""name"":""Columbia""},{""identifier"":5128581,""name"":""New York City""},{""identifier"":5074472,""name"":""Omaha""}]","[{""identifier"":6252001,""name"":""United States""}]",480373
666,"charles","l","shapiro","[""wentzville"",""hooksett""]","[""Osteoporosis"",""Calcium, Dietary"",""Vitamins"",""Cholecalciferol"",""Vitamin D"",""Ergocalciferols"",""Diphosphonates"",""Breast Neoplasms""]","[{""identifier"":4509177,""name"":""Columbus""},{""identifier"":5128581,""name"":""New York City""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
667,"s","a","vamc","[]","[""Weight Loss"",""Osteoporosis"",""Vitamins"",""Vitamin D"",""Ergocalciferols"",""Cholecalciferol""]","[{""identifier"":5101717,""name"":""New Brunswick""}]","[{""identifier"":6252001,""name"":""United States""}]",55346
668,"leslie",")","xu","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
669,"k",NA,"shen","[]","[""Breast Neoplasms"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
670,"stacey","l","sheridan","[]","[""Osteoporosis"",""Colorectal Neoplasms""]","[{""identifier"":4460162,""name"":""Chapel Hill""}]","[{""identifier"":6252001,""name"":""United States""}]",1080475
671,"m",NA,"rikli","[""ababa""]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",373767
672,"h",NA,"kim","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
673,"richard","k","shields","[]","[""Wounds and Injuries"",""Spinal Cord Injuries""]","[{""identifier"":4862034,""name"":""Iowa City""},{""identifier"":4328676,""name"":""Iowa""}]","[{""identifier"":6252001,""name"":""United States""}]",94544
674,"t","t","shih","[]","[""Fractures, Compression"",""Osteoporosis""]","[{""identifier"":1668341,""name"":""Taipei""}]","[{""identifier"":1668284,""name"":""Taiwan""}]",63250
675,"c","s","shin","[]","[""Hydroxycholecalciferols"",""Ergocalciferols"",""Vitamin D"",""Cholecalciferol"",""Calcitriol"",""Vitamins"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
676,"li",NA,"nakamura","[""tong""]","[]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
677,"bing",NA,"chan","[""wang""]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
678,"ho",NA,"shu chuan","[""ho""]","[""Osteoporosis"",""Pulmonary Disease, Chronic Obstructive""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
679,"j",NA,"siegert","[]","[""Osteoporosis"",""Arteriosclerosis""]","[{""identifier"":2935022,""name"":""Dresden""}]","[{""identifier"":2921044,""name"":""Germany""}]",NA
680,"shonni",NA,"xu","[]","[""Bone Diseases, Metabolic"",""Vitamins"",""Vitamin D"",""Ergocalciferols"",""Cholecalciferol"",""Hypercalcemia"",""Hyperparathyroidism, Primary"",""Osteoporosis"",""Vitamin D Deficiency"",""Hyperparathyroidism"",""Alendronate""]","[{""identifier"":4575352,""name"":""Columbia""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
681,"christine",NA,"chen","[""fehrer""]","[""Osteoporosis"",""Fractures, Bone"",""Denosumab""]","[{""identifier"":5045360,""name"":""Saint Paul""},{""identifier"":4504915,""name"":""Woodbury""},{""identifier"":5053358,""name"":""Woodbury""}]","[{""identifier"":6252001,""name"":""United States""}]",45018
682,"n",NA,"sinha","[]","[""Bone Diseases, Metabolic"",""Osteoporosis, Postmenopausal"",""Metabolic Diseases"",""Bone Diseases"",""Osteoporosis"",""Potassium Citrate"",""Citric Acid""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
683,"c",NA,"sjoberg","[""wallerstedt""]","[""Fractures, Bone"",""Hip Fractures""]","[{""identifier"":2691459,""name"":""Mölndal""},{""identifier"":2711537,""name"":""Göteborg""}]","[{""identifier"":2661886,""name"":""Sweden""}]",NA
684,"k",NA,"wang","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
685,"b",NA,"niederle","[]","[""Osteoporosis""]","[{""identifier"":4552215,""name"":""Stillwater""}]","[{""identifier"":6252001,""name"":""United States""}]",542806
686,"j",NA,"lane","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
687,"e",NA,"smulders","[""maartenskliniek""]","[""Osteoporosis""]","[{""identifier"":2750053,""name"":""Nijmegen""}]","[{""identifier"":2750405,""name"":""Netherlands""}]",NA
688,"christine",NA,"snow","[]","[""Osteoporosis""]","[{""identifier"":5720727,""name"":""Corvallis""},{""identifier"":5265785,""name"":""Oregon""}]","[{""identifier"":6252001,""name"":""United States""}]",48621
689,"peter",NA,"smith","[]","[""Osteoporosis"",""Dwarfism, Pituitary"",""Hormones"",""Endocrine System Diseases""]","[{""identifier"":4560349,""name"":""Philadelphia""}]","[{""identifier"":6252001,""name"":""United States""}]",52367
690,"etienne","b","sochett","[]","[""Hormones"",""Osteoporosis"",""Vitamins"",""Vitamin D"",""Ergocalciferols"",""Calcium, Dietary""]","[{""identifier"":6167865,""name"":""Toronto""}]","[{""identifier"":6251999,""name"":""Canada""}]",NA
691,"anne","sophie","solling","[""langdahl""]","[""Osteoporosis"",""Alendronate""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
692,"daniel",NA,"solomon","[]","[""Osteoporotic Fractures"",""Osteoporosis"",""Osteoporosis, Postmenopausal""]","[{""identifier"":4930956,""name"":""Boston""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
693,"y",NA,"chen","[]","[""Diphosphonates"",""Osteoporosis"",""Glucocorticoids"",""Arthritis"",""Arthritis, Rheumatoid"",""Bone Diseases, Metabolic""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
694,"leif","hougård","sorensen","[]","[""Osteoporosis"",""Fractures, Bone"",""Polymethyl Methacrylate""]","[{""identifier"":2624652,""name"":""Århus""}]","[{""identifier"":2623032,""name"":""Denmark""}]",136920
695,"nelson",NA,"sousa","[""de sousa""]","[""Sarcopenia"",""Overweight"",""Metabolic Diseases"",""Osteoporosis"",""Hypertension"",""Lipid Metabolism Disorders""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
696,"joseph","a","spadaro","[]","[""Metabolic Diseases"",""Bone Diseases, Metabolic"",""Osteoporosis"",""Bone Diseases""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
697,"pusparini",NA,"sppk","[""sunarno""]","[""Calcium Carbonate"",""Osteoporosis"",""Calcium, Dietary"",""Cardiovascular Diseases""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
698,"f",NA,"squadrito","[]","[""Glucocorticoids"",""Cholecalciferol"",""Calcium, Dietary"",""Vitamins"",""Osteoporosis"",""Genistein"",""Vitamin D"",""Alendronate"",""Bone Diseases, Metabolic""]","[{""identifier"":2524170,""name"":""Messina""}]","[{""identifier"":3175395,""name"":""Italy""}]",NA
699,"meena",NA,"sran","[]","[""Osteoporosis"",""Urinary Incontinence"",""Enuresis""]","[{""identifier"":6173331,""name"":""Vancouver""},{""identifier"":5911606,""name"":""Burnaby""}]","[{""identifier"":6251999,""name"":""Canada""}]",NA
700,"t",NA,"srivastava","[]","[""Osteoporosis"",""Atorvastatin Calcium""]","[{""identifier"":4393217,""name"":""Kansas City""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
701,"c",NA,"ma","[""alberts"",""pratt"",""disaia"",""campus"",""murphy"",""karmanos"",""kimmel"",""lawton""]","[""Ovarian Neoplasms"",""Osteoporosis"",""Diphosphonates"",""Cholecalciferol"",""Buserelin"",""Calcium Carbonate"",""Triptorelin Pamoate"",""Prostatic Neoplasms"",""Leuprolide"",""Calcium, Dietary"",""Goserelin""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
702,"a",NA,"stahle","[""institutet""]","[""Parkinson Disease"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
703,"louis",NA,"ste marie","[""recker"",""miller"",""recknor"",""woodson"",""balske"",""watts"",""greenwald"",""emkey""]","[""Osteoporosis"",""Risedronate Sodium"",""Etidronic Acid""]","[{""identifier"":6325494,""name"":""Québec""},{""identifier"":6077243,""name"":""Montréal""}]","[{""identifier"":6251999,""name"":""Canada""}]",NA
704,"emily","m","stein","[""pavilion""]","[""Budesonide"",""Glucocorticoids"",""Osteoporosis""]","[{""identifier"":5128581,""name"":""New York City""},{""identifier"":4575352,""name"":""Columbia""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
705,"m",NA,"lee","[""freeman"",""vamc"",""glazier"",""oberheim""]","[""Citric Acid"",""Androgens"",""Toremifene"",""Prostatic Neoplasms"",""Osteoporosis"",""Fractures, Bone""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
706,"andrew",NA,"stewart","[]","[""Hormones"",""Osteoporosis""]","[{""identifier"":2657832,""name"":""Aberdeen""},{""identifier"":5206379,""name"":""Pittsburgh""}]","[{""identifier"":2635167,""name"":""United Kingdom""},{""identifier"":6252001,""name"":""United States""}]",NA
707,"tiffany",NA,"stewart","[]","[""Female Athlete Triad Syndrome"",""Feeding and Eating Disorders""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
708,"moira",NA,"stewart","[]","[""Bronchitis"",""Hyperlipidemias"",""Bronchitis, Chronic"",""Cardiovascular Diseases"",""Hepatitis, Chronic"",""Kidney Diseases"",""Osteoporosis"",""Heart Failure"",""Musculoskeletal Pain"",""Gastroesophageal Reflux"",""Dementia"",""Arthritis, Rheumatoid"",""Thyroid Diseases"",""Arthritis"",""Alzheimer Disease"",""Crohn Disease"",""Colitis, Ulcerative"",""Ischemic Attack, Transient"",""Irritable Bowel Syndrome"",""Lung Diseases, Obstructive"",""Lung Diseases"",""Pulmonary Disease, Chronic Obstructive"",""Diverticulum""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
709,"s",NA,"lin","[""seidel"",""rother""]","[""Osteoporosis"",""Alendronate""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
710,"elizabeth",NA,"ward","[]","[""Osteoporosis"",""Osteogenesis Imperfecta"",""Lithium Carbonate"",""Spasms, Infantile"",""Blindness"",""Genetic Diseases, X-Linked"",""Syndrome"",""Hormones""]","[{""identifier"":4347778,""name"":""Baltimore""}]","[{""identifier"":6252001,""name"":""United States""}]",168984
711,"s","v","wang","[]","[""Rickets"",""Osteomalacia"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
712,"shih","li","su","[]","[""Calcium Carbonate"",""Calcium, Dietary"",""Sclerosis"",""Calcinosis"",""Osteoporosis"",""Vitamin K 2"",""Cholecalciferol"",""Vitamin K"",""Vitamins""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
713,"n",NA,"suhm","[""triemli""]","[""Femoral Fractures"",""Osteoporosis"",""Fractures, Bone"",""Hip Fractures""]","[{""identifier"":2661604,""name"":""Basel""}]","[{""identifier"":2658434,""name"":""Switzerland""},{""identifier"":2921044,""name"":""Germany""}]",NA
714,"amy",NA,"sun","[]","[""Alendronate"",""Etidronic Acid"",""Risedronate Sodium"",""Bone Diseases, Metabolic"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
715,"aijun",NA,"sun","[]","[""Osteoporosis"",""Cardiovascular Diseases"",""Estradiol"",""Medroxyprogesterone Acetate"",""Progesterone"",""Hormones""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
716,"pusparini",NA,"ward","[""sppk""]","[""Calcium Carbonate"",""Osteoporosis"",""Calcium, Dietary"",""Cardiovascular Diseases""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
717,"u",NA,"syversen","[]","[""Osteoporosis""]","[{""identifier"":3133880,""name"":""Trondheim""}]","[{""identifier"":3144096,""name"":""Norway""}]",NA
718,"elizabeth",NA,"szalay","[]","[""Osteoporosis"",""Osteogenesis Imperfecta"",""Cerebral Palsy"",""Spinal Dysraphism"",""Bone Diseases, Metabolic""]","[{""identifier"":5454711,""name"":""Albuquerque""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
719,"lai",NA,"tam","[""li""]","[""Diphosphonates"",""Hydroxycholecalciferols"",""Lupus Erythematosus, Systemic"",""Osteoporosis"",""Calcium, Dietary""]","[{""identifier"":null,""name"":null}]","[{""identifier"":1814991,""name"":""China""}]",NA
720,"d",NA,"cheung","[]","[""Alendronate"",""Ergocalciferols"",""Vitamin D"",""Vitamins""]","[{""identifier"":6167865,""name"":""Toronto""}]","[{""identifier"":6251999,""name"":""Canada""}]",NA
721,"zihui",NA,"tang","[]","[""Osteoporosis"",""Fractures, Spontaneous""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
722,"v",NA,"lin","[]","[""Osteoporosis, Postmenopausal"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
723,"e",NA,"taylan","[]","[""Etidronic Acid"",""Osteoporosis"",""Risedronate Sodium"",""Osteoporosis, Postmenopausal""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
724,"t",NA,"thomas","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":3017382,""name"":""France""}]",NA
725,"k",NA,"thomsen","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
726,"yao",NA,"tong","[""shing""]","[]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
727,"c","l","tonkin","[""alvarez rodriguez""]","[""Osteoporosis"",""Alendronate""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
728,"d",NA,"xia","[]","[""Bone Diseases, Metabolic"",""Diphosphonates""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
729,"mark","r","towler","[]","[""Osteoporosis"",""Breast Neoplasms"",""Tamoxifen""]","[{""identifier"":2962943,""name"":""Luimneach""}]","[{""identifier"":2963597,""name"":""Ireland""}]",NA
730,"a",NA,"tremblay","[]","[""Osteoporosis"",""Calcium, Dietary""]","[{""identifier"":3005866,""name"":""Laval""}]","[{""identifier"":3017382,""name"":""France""}]",NA
731,"c",NA,"liu","[""compagnoni""]","[""Osteoporosis"",""Humeral Fractures"",""Fractures, Bone""]","[{""identifier"":3172629,""name"":""Monza""},{""identifier"":3174543,""name"":""Lovere""},{""identifier"":3166706,""name"":""Seriate""}]","[{""identifier"":3175395,""name"":""Italy""}]",NA
732,"stadtspital",NA,"triemli","[""winterthur"",""friederikenstift"",""der isar der tu munchen"",""kralinger"",""innsbruck"",""careggi"",""der isar der tu muenchen"",""rikli"",""suhm""]","[""Shoulder Fractures"",""Humeral Fractures"",""Fractures, Bone"",""Radius Fractures"",""Femoral Fractures"",""Osteoporosis"",""Hip Fractures""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
733,"chin",NA,"tseng","[]","[""Diabetes Mellitus"",""Osteoporosis"",""Linagliptin""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
734,"o",NA,"tseng","[""dawes""]","[""Breast Neoplasms"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
735,"min","yu","tu","[]","[""Calcium Carbonate"",""Osteoporosis""]","[{""identifier"":1668399,""name"":""Taichung""}]","[{""identifier"":1668284,""name"":""Taiwan""}]",NA
736,"m",NA,"tuppurainen","[""ollikainen""]","[""Clodronic Acid"",""Osteoporosis"",""Estradiol""]","[{""identifier"":650224,""name"":""Kuopio""},{""identifier"":4364946,""name"":""Parkville""}]","[{""identifier"":660013,""name"":""Finland""},{""identifier"":6252001,""name"":""United States""}]",31180
